drug_name_id,drugname,odrugname,Brand,Brand0,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Brand13,Brand14,Brand15,Brand16,Brand17,Brand18,Brand19,Brand20,Brand21,Brand22,Brand23,Brand24,Brand25,Brand26,Brand27,Brand28,Brand29,Brand30,applno1,DrugName1,applno2,DrugName2,applno3,DrugName3,applno4,DrugName4,applno5,DrugName5,applno6,DrugName6,applno7,DrugName7,applno8,DrugName8,applno9,DrugName9,applno10,DrugName10,applno11,DrugName11,date,year,month,brandname,indication,dstatus,action,otheraction,tech,ndablanumber,ndabla,submissiondate,submissiondatesource,priorityreview,accelerated,fasttrack,orphandrug,breakthrough,brkthrudate,manufacturer,firmtypesymbol,firm_public,firm_revenue,firm_revenue_lag_1,firm_revenue_lag_2,firm_revenue_lag_3,firm_revenue_lag_4,firm_revenue_lag_5,firm_grossprofit,firm_rd,firm_rd_supplemental,acquiredfirmrevenueinyearof,acquiredfirmdatelastrevenue,acquiredfirmyearlastrevenue,jv_dummy,firm_notes,in_cancerfile,drug_notes,revenue,gprofit,rnd,revenuelag1,revenuelag2,revenuelag3,revenuelag4,revenuelag5,DA,icd9,atc2
290,"FILGRASTIM BIOSIMILAR, TEVA/NIPPON KAYAKU","FILGRASTIM-MEPHA; FILGRASTIM-TEVA; GRANIX; NEUTROVAL; TKN-732; TEVAGRASTIM; FILGRASTIM; FILGRASTIM BIOSIMILAR, TEVA; FILGRASTIM BIOSIMILAR, TEVA/NIPPON KAYAKU; TBO-FILGRASTIM","FILGRASTIM-MEPHA; FILGRASTIM-TEVA; GRANIX; NEUTROVAL; TKN-732; TEVAGRASTIM; FILGRASTIM; FILGRASTIM BIOSIMILAR, TEVA; FILGRASTIM BIOSIMILAR, TEVA/NIPPON KAYAKU; TBO-FILGRASTIM","FILGRASTIM BIOSIMILAR, TEVA/NIPPON KAYAKU",FILGRASTIM-MEPHA,FILGRASTIM-TEVA,GRANIX,NEUTROVAL,TKN-732,TEVAGRASTIM,FILGRASTIM,"FILGRASTIM BIOSIMILAR, TEVA","FILGRASTIM BIOSIMILAR, TEVA/NIPPON KAYAKU",TBO-FILGRASTIM,,,,,,,,,,,,,,,,,,,,,125294,TBO-FILGRASTIM,,,,,,,,,,,,,,,,,,,,,2012-08-29,2012,8,Granix,neutropenia,REGISTERED,GCSF LIGAND; GCSF RECEPTOR AGONIST,HEMATOPOIETIC STIMULANT; NEUTROPHIL STIMULATOR,BIOLOGICAL THERAPEUTIC; BIOSIMILAR PRODUCT; INTRAVENOUS FORMULATION; PROTEIN RECOMBINANT; SUBCUTANEOUS FORMULATION,125294,BLA,2009-11-30,fda,0,0,0,0,0,,teva pharmaceuticals,NYSE: TEVA,1,20317,18312,16121,13899,11085,9408,10715,1356,1283,,,2004,,acquired by teva in 2004,1,,,,,,,,,,,288,J5
89,"BENDAMUSTINE HYDROCHLORIDE (READY-TO-DILUTE, IV, CHRONIC LYMPHOCYTIC LEUKEMIA/NON-HODGKIN’S LYMPHOMA), EAGLE PHARMACEUTICALS","BENDEKA; BENDAMUSTINE RTD; BENDEKA; EP-3101; EP-3102; BENDAMUSTINE; BENDAMUSTINE HYDROCHLORIDE; BENDAMUSTINE HYDROCHLORIDE (READY-TO-DILUTE, IV, CHRONIC LYMPHOCYTIC LEUKEMIA/NON-HODGKIN’S LYMPHOMA), EAGLE PHARMACEUTICALS","BENDEKA; BENDAMUSTINE RTD; BENDEKA; EP-3101; EP-3102; BENDAMUSTINE; BENDAMUSTINE HYDROCHLORIDE; BENDAMUSTINE HYDROCHLORIDE (READY-TO-DILUTE, IV, CHRONIC LYMPHOCYTIC LEUKEMIA/NON-HODGKIN’S LYMPHOMA), EAGLE PHARMACEUTICALS","BENDAMUSTINE HYDROCHLORIDE (READY-TO-DILUTE, IV, CHRONIC LYMPHOCYTIC LEUKEMIA/NON-HODGKIN’S LYMPHOMA), EAGLE PHARMACEUTICALS",BENDEKA,BENDAMUSTINE RTD,BENDEKA,EP-3101,EP-3102,BENDAMUSTINE,BENDAMUSTINE HYDROCHLORIDE,"BENDAMUSTINE HYDROCHLORIDE (READY-TO-DILUTE, IV, CHRONIC LYMPHOCYTIC LEUKEMIA/NON-HODGKIN’S LYMPHOMA), EAGLE PHARMACEUTICALS",,,,,,,,,,,,,,,,,,,,,,,205580,BENDAMUSTINE HYDROCHLORIDE,205580,BENDAMUSTINE HYDROCHLORIDE,205580,BENDAMUSTINE HYDROCHLORIDE,205580,BENDAMUSTINE HYDROCHLORIDE,208194,BENDAMUSTINE HYDROCHLORIDE,208194,BENDAMUSTINE HYDROCHLORIDE,,,,,,,,,,,2015-12-07,2015,12,Bendeka,non-hodgkin lymphoma,REGISTERED,PARP MODULATOR,ANTICANCER ALKYLATING AGENT,INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,208194,NDA,2015-02-13,fda,0,0,0,1,0,,eagle pharmaceuticals,NASDAQ: EGRX,1,66.2,19.6,17.7,2.5,9.5,,50.6,27.9,27.9,,,,,IPO in 2014; revenues for 2011 and 2012 are for 12 months preceding september of that year,,,,,,,,,,,,202,J5
15,AFATINIB,"BIBW-2992; GILOTRIF; GILOTRIF; GIOTRIF; TOMTOVOK; TOVOK; XOVOLTIB; AFATINIB; AFATINIB DIMALEATE; DUAL EGFR/HER2 RECEPTOR TYROSINE KINASE INHIBITOR (SOLID TUMORS), BOEHRINGER INGELHEIM","BIBW-2992; GILOTRIF; GILOTRIF; GIOTRIF; TOMTOVOK; TOVOK; XOVOLTIB; AFATINIB; AFATINIB DIMALEATE; DUAL EGFR/HER2 RECEPTOR TYROSINE KINASE INHIBITOR (SOLID TUMORS), BOEHRINGER INGELHEIM",AFATINIB,BIBW-2992,GILOTRIF,GILOTRIF,GIOTRIF,TOMTOVOK,TOVOK,XOVOLTIB,AFATINIB,AFATINIB DIMALEATE,"DUAL EGFR/HER2 RECEPTOR TYROSINE KINASE INHIBITOR (SOLID TUMORS), BOEHRINGER INGELHEIM",,,,,,,,,,,,,,,,,,,,,201292,AFATINIB DIMALEATE,,,,,,,,,,,,,,,,,,,,,2013-07-12,2013,7,Gilotrif,non-small-cell lung cancer,REGISTERED,EPIDERMAL GROWTH FACTOR ANTAGONIST; ERBB2 TYROSINE KINASE RECEPTOR INHIBITOR; ERBB3 TYROSINE KINASE RECEPTOR INHIBITOR; ERBB4 TYROSINE KINASE RECEPTOR INHIBITOR,ANTICANCER PROTEIN KINASE INHIBITOR,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,201292,NDA,2012-11-14,fda,1,0,1,1,0,,boehringer ingelheim,private,0,,,,,,,,,,,,,,,1,,,,,,,,,,,162,J5
535,OLAPARIB,"AZD-2281; KU-0051529; KU-0058684; KU-0058948; KU-0059436; KU-0687; KU-56186; KU-58948; KU-59436; KU-59449; LYNPARZA; MRU-687; MRU-868; NU-1025; NU-1040; NU-1051; NU-1056; NU-1057; NU-1068; NU-1070; NU-1085; PARP INHIBITORS (CANCER), ASTRAZENECA; PARP INHIBITORS (CANCER), KUDOS; TBI-361; NU-1091; OLAPARIB","AZD-2281; KU-0051529; KU-0058684; KU-0058948; KU-0059436; KU-0687; KU-56186; KU-58948; KU-59436; KU-59449; LYNPARZA; MRU-687; MRU-868; NU-1025; NU-1040; NU-1051; NU-1056; NU-1057; NU-1068; NU-1070; NU-1085; PARP INHIBITORS (CANCER), ASTRAZENECA; PARP INHIBITORS (CANCER), KUDOS; TBI-361; NU-1091; OLAPARIB",OLAPARIB,AZD-2281,KU-0051529,KU-0058684,KU-0058948,KU-0059436,KU-0687,KU-56186,KU-58948,KU-59436,KU-59449,LYNPARZA,MRU-687,MRU-868,NU-1025,NU-1040,NU-1051,NU-1056,NU-1057,NU-1068,NU-1070,NU-1085,"PARP INHIBITORS (CANCER), ASTRAZENECA","PARP INHIBITORS (CANCER), KUDOS",TBI-361,NU-1091,OLAPARIB,,,,,206162,OLAPARIB,,,,,,,,,,,,,,,,,,,,,2014-12-19,2014,12,Lynparza,ovary tumor,REGISTERED,PARP INHIBITOR; POLY ADP RIBOSE POLYMERASE 1 INHIBITOR; POLY ADP RIBOSE POLYMERASE 2 INHIBITOR; POLY ADP RIBOSE POLYMERASE 3 INHIBITOR,ANTICANCER,CAPSULE FORMULATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,206162,NDA,2014-02-03,fda,1,1,0,1,0,,astrazeneca,NYSE: AZN,1,26547,25806,27973,33591,33269,32804,20812,5001,5438,,,,,,1,,26547,20812,5001,25806,27973,33591,33269,32804,,183,J5
648,"RUCAPARIB CAMSYLATE (ORAL, SOLID TUMORS), CLOVIS","CO-338; RUBRACA; RUBRACA; RUCAPARIB; RUCAPARIB CAMSYLATE; RUCAPARIB CAMSYLATE (ORAL, SOLID TUMORS), CLOVIS","CO-338; RUBRACA; RUBRACA; RUCAPARIB; RUCAPARIB CAMSYLATE; RUCAPARIB CAMSYLATE (ORAL, SOLID TUMORS), CLOVIS","RUCAPARIB CAMSYLATE (ORAL, SOLID TUMORS), CLOVIS",CO-338,RUBRACA,RUBRACA,RUCAPARIB,RUCAPARIB CAMSYLATE,"RUCAPARIB CAMSYLATE (ORAL, SOLID TUMORS), CLOVIS",,,,,,,,,,,,,,,,,,,,,,,,,209115,RUCAPARIB CAMSYLATE,,,,,,,,,,,,,,,,,,,,,2016-12-19,2016,12,Rubraca,ovary tumor,REGISTERED,PARP INHIBITOR; POLY ADP RIBOSE POLYMERASE 1 INHIBITOR; POLY ADP RIBOSE POLYMERASE 2 INHIBITOR; POLY ADP RIBOSE POLYMERASE 3 INHIBITOR,ANTICANCER,ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,209115,NDA,2016-06-23,fda,1,1,0,1,1,2016-04-06,clovis,NASDAQ: CLVS,1,0.1,,13.6,,,,,251.1,260.1,,,,,,,,,,,,,,,,,183,J5
780,VEREGEN,"POLYPHENON E; POLYPHENON E (TOPICAL); SB-03; VEREGEN; SINECATECHINS (WARTS), EPITOME/MEDIGENE/MITSUI; TOPICAL POLYPHENOLS, EPITOME/MEDIGENE/MITSUI","POLYPHENON E; POLYPHENON E (TOPICAL); SB-03; VEREGEN; SINECATECHINS (WARTS), EPITOME/MEDIGENE/MITSUI; TOPICAL POLYPHENOLS, EPITOME/MEDIGENE/MITSUI",VEREGEN,POLYPHENON E,POLYPHENON E (TOPICAL),SB-03,VEREGEN,"SINECATECHINS (WARTS), EPITOME/MEDIGENE/MITSUI","TOPICAL POLYPHENOLS, EPITOME/MEDIGENE/MITSUI",,,,,,,,,,,,,,,,,,,,,,,,,21902,SINECATECHINS,21902,SINECATECHINS,,,,,,,,,,,,,,,,,,,2006-10-31,2006,10,Veregen,papillomavirus infection,REGISTERED,,ANTICANCER; ANTIVIRAL; TOPICAL DERMATOLOGICAL ANTIVIRAL PRODUCT; UNSPECIFIED DRUG TARGET,DERMATOLOGICAL FORMULATION; NATURAL PRODUCT; SMALL MOLECULE THERAPEUTIC,021902,NDA,2005-09-23,fda,0,0,0,0,0,,medigene,ETR: MDG1,1,41.2,23.2,16.9,2.2,3.6,6.7,27.1,28.1,28.1,,,,,,,,,,,,,,,,,2012,J5
147,CERVARIX,"580299; CERVARIX; GSK-580299; HPV VACCINE, MEDIMMUNE/GSK; HPV VACCINE, MEDIMMUNE/SB; HPV-16/18 L1 AS04 VACCINE; MEDI-501; MEDI-503; MEDI-503 + MEDI-504, MEDIMMUNE/GSK; MEDI-504; MEDI-517; HUMAN PAPILLOMAVIRUS VACCINE (HPV-16 + HPV-18), MEDIMMUNE/GSK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-16,2009,10,Cervarix,papillomavirus infection,REGISTERED,,PROPHYLACTIC VACCINE; PROTEIN SUBUNIT VACCINE,BIOLOGICAL THERAPEUTIC; CLONING TECHNOLOGY; INTRAMUSCULAR FORMULATION; PROTEIN RECOMBINANT; SUSPENSION,125259,BLA,2007-03-29,cortellis,0,0,1,0,0,,glaxosmithkline,NYSE: GSK,1,45825.1,35480.4,45147.6,45499.1,37229.2,38293.2,34346.2,6382.36,6632.7,,,,,,1,,45825.1,34346.2,6382.36,35480.4,45147.6,45499.1,37229.2,38293.2,,2012,J5
326,GARDASIL,"GARDASIL; HPV VACCINE (QUADRIVALENT), AVENTIS PASTEUR MSD/CSL; HPV VACCINE (QUADRIVALENT), MERCK & CO; HPV VACCINE (QUADRIVALENT), SANOFI PASTEUR MSD/CSL; HPV VACCINE, CSL/MERCK & CO; SILGARD; V-501, UNIQUEST; HUMAN PAPILLOMA VIRUS VACCINE, CSL/MERCK & CO; HUMAN PAPILLOMAVIRUS VACCINE, CSL/MERCK & CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-08,2006,6,Gardasil,papillomavirus infection,LAUNCHED,,PROPHYLACTIC VACCINE; PROTEIN SUBUNIT VACCINE,ANTIGEN; BIOLOGICAL THERAPEUTIC; INTRAMUSCULAR FORMULATION; PROTEIN RECOMBINANT; SUSPENSION; VIRAL COAT PROTEIN,125126,BLA,2005-12-07,fda,1,0,0,0,0,,merck,NYSE: MRK,1,22636,22011.9,22972.8,22485.9,21445.8,21199,17371.3,3963.6,4020.4,,,,,,1,,22636,17371.3,3963.6,22011.9,22972.8,22485.9,21445.8,21199,,2012,J5
327,GARDASIL 9,"9-VALENT HPV VACCINE, MERCK; GARDASIL 9; V-503; HUMAN PAPILLOMAVIRUS VACCINE (NONAVALENT), MERCK & CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-10,2014,12,Gardasil 9,papillomavirus infection,REGISTERED,,PROPHYLACTIC VACCINE; PROTEIN SUBUNIT VACCINE,BIOLOGICAL THERAPEUTIC; INTRAMUSCULAR FORMULATION; PROTEIN RECOMBINANT; SUSPENSION,125508,BLA,2013-12-10,fda,0,0,0,0,0,,merck,NYSE: MRK,1,42237,44033,47267,48047,45987,27428,27051,6532,7131,,,,,,,,42237,27051,6532,44033,47267,48047,45987,27428,,2012,J5
87,"BELINOSTAT (IV, CANCER), ONXEO/SPECTRUM","BELEODAQ; HDAC INHIBITORS, TOPOTARGET/CURAGEN; PX-089344; PXD-101; PXD-101 (IV, CANCER), TOPOTARGET/ CURAGEN; BELINOSTAT; BELINOSTAT (IV, CANCER), BIOALLIANCE PHARMA/SPECTRUM; BELINOSTAT (IV, CANCER), ONXEO/SPECTRUM; BELINOSTAT (IV, CANCER), TOPOTARGET/CURAGEN; BELINOSTAT (IV, CANCER), TOPOTARGET/SPECTRUM; HISTONE DEACETYLASE INHIBITORS, PROLIFIX; HISTONE DEACETYLASE INHIBITORS, TOPOTARGET/CURAGEN","BELEODAQ; HDAC INHIBITORS, TOPOTARGET/CURAGEN; PX-089344; PXD-101; PXD-101 (IV, CANCER), TOPOTARGET/ CURAGEN; BELINOSTAT; BELINOSTAT (IV, CANCER), BIOALLIANCE PHARMA/SPECTRUM; BELINOSTAT (IV, CANCER), ONXEO/SPECTRUM; BELINOSTAT (IV, CANCER), TOPOTARGET/CURAGEN; BELINOSTAT (IV, CANCER), TOPOTARGET/SPECTRUM; HISTONE DEACETYLASE INHIBITORS, PROLIFIX; HISTONE DEACETYLASE INHIBITORS, TOPOTARGET/CURAGEN","BELINOSTAT (IV, CANCER), ONXEO/SPECTRUM",BELEODAQ,"HDAC INHIBITORS, TOPOTARGET/CURAGEN",PX-089344,PXD-101,"PXD-101 (IV, CANCER), TOPOTARGET/ CURAGEN",BELINOSTAT,"BELINOSTAT (IV, CANCER), BIOALLIANCE PHARMA/SPECTRUM","BELINOSTAT (IV, CANCER), ONXEO/SPECTRUM","BELINOSTAT (IV, CANCER), TOPOTARGET/CURAGEN","BELINOSTAT (IV, CANCER), TOPOTARGET/SPECTRUM","HISTONE DEACETYLASE INHIBITORS, PROLIFIX","HISTONE DEACETYLASE INHIBITORS, TOPOTARGET/CURAGEN",,,,,,,,,,,,,,,,,,,206256,BELINOSTAT,,,,,,,,,,,,,,,,,,,,,2014-07-03,2014,7,Beleodaq,peripheral t-cell lymphoma,REGISTERED,HISTONE DEACETYLASE INHIBITOR,ANGIOGENESIS INHIBITOR; ANTICANCER; APOPTOSIS STIMULATOR; CELL DIFFERENTIATION STIMULATOR,FORMULATION POWDER; FREEZE DRYING; INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC,206256,NDA,2013-12-08,fda,1,1,1,1,0,,spectrum pharmaceuticals,NASDAQ: SPPI,1,186.8,155.9,267.7,193,74.1,38,159.8,69.7,74.4,,,,,,1,,,,,,,,,,,202,J5
603,PRALATREXATE,"10-PROPARGYL-10-DEAZAAMINOPTERIN; DHFR INHIBITOR (ANTICANCER), ALLOS; DHFR INHIBITOR (ANTICANCER), MEMORIAL SLOAN-KETTERING; FOLOTYN; PDX, ALLOS; PRALATREXATE","10-PROPARGYL-10-DEAZAAMINOPTERIN; DHFR INHIBITOR (ANTICANCER), ALLOS; DHFR INHIBITOR (ANTICANCER), MEMORIAL SLOAN-KETTERING; FOLOTYN; PDX, ALLOS; PRALATREXATE",PRALATREXATE,10-PROPARGYL-10-DEAZAAMINOPTERIN,"DHFR INHIBITOR (ANTICANCER), ALLOS","DHFR INHIBITOR (ANTICANCER), MEMORIAL SLOAN-KETTERING",FOLOTYN,"PDX, ALLOS",PRALATREXATE,,,,,,,,,,,,,,,,,,,,,,,,,22468,PRALATREXATE,,,,,,,,,,,,,,,,,,,,,2009-09-24,2009,9,Folotyn,peripheral t-cell lymphoma,REGISTERED,DHFR INHIBITOR; FOLATE ANTAGONIST; FOLATE TRANSPORTER 1 MODULATOR,ANTICANCER; APOPTOSIS STIMULATOR,INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,022468,NDA,2009-03-23,fda,1,1,1,1,0,,allos therapeutics,NASDAQ: ALTH,1,3.6,,,,,,3.2,33.5,32.6,,,,,acquired by spectrum pharmaceuticals in 2012,1,,,,,,,,,,,202,J5
582,PENTACEL,"PEDIACEL; PENTACEL; PENTAVALENT PEDIATRIC VACCINE, AVENTIS PASTEUR; PENTAVALENT VACCINE, PMC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-20,2008,6,Pentacel,poliovirus infection,REGISTERED,,INACTIVATED VIRAL VACCINE; PROPHYLACTIC VACCINE; SUBUNIT VACCINE,BIOLOGICAL THERAPEUTIC; INTRAMUSCULAR FORMULATION,125145,BLA,2005-07-26,fda,0,0,0,0,0,,sanofi,NYSE: SNY,1,40266.9,42651,38911.4,33775.2,21301.1,10143.7,30017.5,6392.79,6392.8,,,,,,,,40266.9,30017.5,6392.79,42651,38911.4,33775.2,21301.1,10143.7,,45,J5
612,QUADRACEL,"QUADRACEL; DIPHTHERIA, TETANUS, PERTUSSIS, POLIO VACCINE (2), AVENTIS PASTEUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-24,2015,3,Quadracel,poliovirus infection,REGISTERED,,PROPHYLACTIC VACCINE; SUBUNIT VACCINE,BIOLOGICAL THERAPEUTIC; INTRAMUSCULAR FORMULATION; PARENTERAL FORMULATION UNSPECIFIED,125525,BLA,2014-03-24,fda,0,0,0,0,0,,sanofi,NYSE: SNY,1,37861.5,38732.7,43091.6,47408.5,45544.7,45640,26002.7,5519.41,5519.4,,,,,,,,37861.5,26002.7,5519.41,38732.7,43091.6,47408.5,45544.7,45640,,45,J5
528,OBETICHOLIC ACID,"6ECDCA; DSP-1747; FXR AGONISTS, INTERCEPT; INT-747; OCA, INTERCEPT; OCALIVA; OCALIVA; UPF-747; FARNESOID X RECEPTOR AGONISTS, INTERCEPT; OBETICHOLIC ACID","6ECDCA; DSP-1747; FXR AGONISTS, INTERCEPT; INT-747; OCA, INTERCEPT; OCALIVA; OCALIVA; UPF-747; FARNESOID X RECEPTOR AGONISTS, INTERCEPT; OBETICHOLIC ACID",OBETICHOLIC ACID,6ECDCA,DSP-1747,"FXR AGONISTS, INTERCEPT",INT-747,"OCA, INTERCEPT",OCALIVA,OCALIVA,UPF-747,"FARNESOID X RECEPTOR AGONISTS, INTERCEPT",OBETICHOLIC ACID,,,,,,,,,,,,,,,,,,,,,207999,OBETICHOLIC ACID,,,,,,,,,,,,,,,,,,,,,2016-05-27,2016,5,Ocaliva,primary biliary cirrhosis,REGISTERED,FARNESOID X RECEPTOR AGONIST,ANTI-INFLAMMATORY; BILE ACID MODULATOR,DAILY DOSING; FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,207999,NDA,2015-06-27,fda,1,1,1,1,0,,intercept pharmaceuticals,NASDAQ: ICPT,1,25,2.8,1.7,1.6,2.4,1.8,25,153.9,153.9,,,,,,,,,,,,,,,,,571,J5
300,FLUCICLOVINE (18F),"18F-FACBC; 18F-GE-148; 18F-LABELED PET TRACERS (IMAGING AGENT), EMORY; AXUMIN; AXUMIN; FACBC-[18F]; GE-148-[18F]; NMK-36; [18F]-FLUCICLOVINE; ANTI-18F-FACBC; FLUCICLOVINE (18F); FLUCICLOVINE F18; FLUORINE-18-FACBC; FLUORINE-18-GE-148; FLUORINE-18-FLUCICLOVINE; FLUORINE-18-LABELED PET TRACERS (IMAGING AGENT), EMORY; FLUORINE-18-SYN-FACBC; SYN-18F-FACBC","18F-FACBC; 18F-GE-148; 18F-LABELED PET TRACERS (IMAGING AGENT), EMORY; AXUMIN; AXUMIN; FACBC-[18F]; GE-148-[18F]; NMK-36; [18F]-FLUCICLOVINE; ANTI-18F-FACBC; FLUCICLOVINE (18F); FLUCICLOVINE F18; FLUORINE-18-FACBC; FLUORINE-18-GE-148; FLUORINE-18-FLUCICLOVINE; FLUORINE-18-LABELED PET TRACERS (IMAGING AGENT), EMORY; FLUORINE-18-SYN-FACBC; SYN-18F-FACBC",FLUCICLOVINE (18F),18F-FACBC,18F-GE-148,"18F-LABELED PET TRACERS (IMAGING AGENT), EMORY",AXUMIN,AXUMIN,FACBC-[18F],GE-148-[18F],NMK-36,[18F]-FLUCICLOVINE,ANTI-18F-FACBC,FLUCICLOVINE (18F),FLUCICLOVINE F18,FLUORINE-18-FACBC,FLUORINE-18-GE-148,FLUORINE-18-FLUCICLOVINE,"FLUORINE-18-LABELED PET TRACERS (IMAGING AGENT), EMORY",FLUORINE-18-SYN-FACBC,SYN-18F-FACBC,,,,,,,,,,,,,208054,FLUCICLOVINE F-18,,,,,,,,,,,,,,,,,,,,,2016-05-27,2016,5,Axumin,prostate tumor,REGISTERED,,ANTICANCER; ENDOCRINE DIAGNOSTIC AGENT; NEOPLASM DIAGNOSTIC AGENT; PET CONTRAST AGENT; RADIODIAGNOSTIC,IMAGING; RADIOLABELING; SYSTEMIC FORMULATION UNSPECIFIED,208054,NDA,2015-09-28,fda,1,0,0,0,0,,blue earth diagnostics,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,185,J5
214,"DOCETAXEL (ALCOHOL FREE), TEIKOKU/EAGLE","DOCETAXEL INJECTION; TPU-004DO; DOCETAXEL; DOCETAXEL (ALCOHOL FREE), TEIKOKU/EAGLE","DOCETAXEL INJECTION; TPU-004DO; DOCETAXEL; DOCETAXEL (ALCOHOL FREE), TEIKOKU/EAGLE","DOCETAXEL (ALCOHOL FREE), TEIKOKU/EAGLE",DOCETAXEL INJECTION,TPU-004DO,DOCETAXEL,"DOCETAXEL (ALCOHOL FREE), TEIKOKU/EAGLE",,,,,,,,,,,,,,,,,,,,,,,,,,,22234,DOCETAXEL,,,,,,,,,,,,,,,,,,,,,2015-12-22,2015,12,Docetaxel,prostate tumor,REGISTERED,,ANTICANCER; CELL CYCLE INHIBITOR; MICROTUBULE INHIBITOR,INTRAVENOUS FORMULATION; NATURAL PRODUCT; SMALL MOLECULE THERAPEUTIC,205934,NDA,2015-02-26,fda,0,0,0,0,0,,teikoku,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,185,J5
353,"HUMAN PROTEIN C, SHIRE","CEPROTIN; HUMAN PROTEIN C, BAXALTA; HUMAN PROTEIN C, BAXTER; HUMAN PROTEIN C, SHIRE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-30,2007,3,Ceprotin,protein c deficiency,REGISTERED,VITAMIN K DEPENDENT PROTEIN C STIMULATOR,COAGULATION INHIBITOR,INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC; SYSTEMIC FORMULATION UNSPECIFIED,125234,BLA,2006-09-28,fda,1,0,0,0,0,,baxter,NYSE: BAX,1,11263,10378,9849,9509,8904,8099,5533,710,699,,,,,,,,,,,,,,,,,289,J5
73,AXITINIB,"AG-013736; AG-13736; INLYTA; VEGF/PDGF INHIBITOR, AGOURON/PFIZER; AXITINIB","AG-013736; AG-13736; INLYTA; VEGF/PDGF INHIBITOR, AGOURON/PFIZER; AXITINIB",AXITINIB,AG-013736,AG-13736,INLYTA,"VEGF/PDGF INHIBITOR, AGOURON/PFIZER",AXITINIB,,,,,,,,,,,,,,,,,,,,,,,,,,202324,AXITINIB,,,,,,,,,,,,,,,,,,,,,2012-01-27,2012,1,Inlyta,renal cell carcinoma,REGISTERED,BCR PROTEIN INHIBITOR; CD79 ANTAGONIST; CSF-1 ANTAGONIST; PDGF RECEPTOR ANTAGONIST; PROTEIN TYROSINE KINASE INHIBITOR; TYROSINE PROTEIN KINASE ABL1 INHIBITOR; VEGF RECEPTOR ANTAGONIST; VEGF-1 RECEPTOR ANTAGONIST; VEGF-2 RECEPTOR ANTAGONIST; VEGF-3 RECEPTOR ANTAGONIST,ANGIOGENESIS INHIBITOR; ANTICANCER; ANTICANCER PROTEIN KINASE INHIBITOR; APOPTOSIS INHIBITOR,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,202324,NDA,2011-04-14,fda,0,0,0,0,0,,pfizer,NYSE: PFE,1,54657,61035,65165,49269,48296,48418,45164,6705,7482,,,,,,1,,54657,45164,6705,61035,65165,49269,48296,48418,,189,J5
