drug_name_id,drugname,odrugname,Brand,Brand0,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Brand13,Brand14,Brand15,Brand16,Brand17,Brand18,Brand19,Brand20,Brand21,Brand22,Brand23,Brand24,Brand25,Brand26,Brand27,Brand28,Brand29,Brand30,applno1,DrugName1,applno2,DrugName2,applno3,DrugName3,applno4,DrugName4,applno5,DrugName5,applno6,DrugName6,applno7,DrugName7,applno8,DrugName8,applno9,DrugName9,applno10,DrugName10,applno11,DrugName11,date,year,month,brandname,indication,action,otheraction,tech,_merge,nda/bla number,nda/bla,submission date,submission date source,priority review,accelerated,fast track,orphan drug,breakthrough,brkthru date,manufacturer,firmtype/symbol,firm_public,firm_revenue,firm_revenue_lag_1,firm_revenue_lag_2,firm_revenue_lag_3,firm_revenue_lag_4,firm_revenue_lag_5,firm_grossprofit,firm_rd,firm_rd_supplemental,acquired firm revenue in year of acqusition,acquired firm date last revenue reported,acquired firm year last revenue reported,jv_dummy,firm_notes,in_cancerfile,drug_notes,bbw,url,index,indicationID,icd9,ccs,ccs_label,nccs,cancer
398,IVACAFTOR,"CFTR CHANNEL POTENTIATORS (CYSTIC FIBROSIS), VERTEX/CFFT; KALYDECO; VRT-159; VRT-484; VX-770; IVACAFTOR","CFTR CHANNEL POTENTIATORS (CYSTIC FIBROSIS), VERTEX/CFFT; KALYDECO; VRT-159; VRT-484; VX-770; IVACAFTOR",IVACAFTOR,"CFTR CHANNEL POTENTIATORS (CYSTIC FIBROSIS), VERTEX/CFFT",KALYDECO,VRT-159,VRT-484,VX-770,IVACAFTOR,,,,,,,,,,,,,,,,,,,,,,,,,203188,IVACAFTOR,,,,,,,,,,,,,,,,,,,,,2012-01-31T00:00:00Z,2012,1,Kalydeco,cystic fibrosis,CFTR STIMULATOR,RESPIRATORY SYSTEM AGENT,FILM COATING; GRANULE; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),203188,NDA,2011-10-18T00:00:00Z,fda,1,0,1,1,0,,vertex pharmaceuticals,NASDAQ: VRTX,1,1527,1410.6,143.4,101.9,175.5,199,481.3,,765.9,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203188,144,88,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
452,"LUMACAFTOR + IVACAFTOR (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS","ORKAMBI; ORKAMBI; ORKAMBI; VX-809 + VX-770 (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS; LUMACAFTOR + IVACAFTOR; LUMACAFTOR + IVACAFTOR (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS","ORKAMBI; ORKAMBI; ORKAMBI; VX-809 + VX-770 (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS; LUMACAFTOR + IVACAFTOR; LUMACAFTOR + IVACAFTOR (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS","LUMACAFTOR + IVACAFTOR (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS",ORKAMBI,ORKAMBI,ORKAMBI,"VX-809 + VX-770 (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS",LUMACAFTOR + IVACAFTOR,"LUMACAFTOR + IVACAFTOR (CYSTIC FIBROSIS), VERTEX/CYSTIC FIBROSIS FOUNDATION THERAPEUTICS",,,,,,,,,,,,,,,,,,,,,,,,,206038,IVACAFTOR; LUMACAFTOR,206038,IVACAFTOR; LUMACAFTOR,,,,,,,,,,,,,,,,,,,2015-07-02T00:00:00Z,2015,7,Orkambi,cystic fibrosis,CFTR STIMULATOR,RESPIRATORY SYSTEM AGENT,DRUG COMBINATION; FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),206038,NDA,2014-11-05T00:00:00Z,fda,1,0,1,1,1,2014-01-29T00:00:00Z,vertex pharmaceuticals,NASDAQ: VRTX,1,1032.3,580.4,1212,1527,1410.6,143.4,-88.1,,1018.7,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206038,267,88,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
368,ICATIBANT,"FIRAZYR; HOE-140; JE-049; BRADYKININ B2 ANTAGONIST (ANGIOEDEMA), JERINI/ABBOTT; ICATIBANT; ICATIBANT ACETATE","FIRAZYR; HOE-140; JE-049; BRADYKININ B2 ANTAGONIST (ANGIOEDEMA), JERINI/ABBOTT; ICATIBANT; ICATIBANT ACETATE",ICATIBANT,FIRAZYR,HOE-140,JE-049,"BRADYKININ B2 ANTAGONIST (ANGIOEDEMA), JERINI/ABBOTT",ICATIBANT,ICATIBANT ACETATE,,,,,,,,,,,,,,,,,,,,,,,,,22150,ICATIBANT ACETATE,,,,,,,,,,,,,,,,,,,,,2011-08-25T00:00:00Z,2011,8,Firazyr,hereditary angioedema,BRADYKININ B2 RECEPTOR ANTAGONIST,ANTI-INFLAMMATORY,BIOLOGICAL THERAPEUTIC; PEPTIDE; PEPTIDE SYNTHESIS; SOLUTION; SUBCUTANEOUS FORMULATION,matched (3),022150,NDA,2007-10-22T00:00:00Z,fda,1,0,1,1,0,,shire,NASDAQ: SHPG,1,4158.1,3471.1,3007.7,3022.2,2436.3,1796.5,3606.4,748.5,748.5,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022150,479,156,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
141,CE-1145,"BERINERT; BERINERT P; C1 ESTERASE INHIBITOR CONCENTRATE (HEREDITARY ANGIOEDEMA), CSL BEHRING; C1 ESTERASE INHIBITOR CONCENTRATE (HEREDITARY ANGIOEDEMA), ZLB BEHRING; C1-INH (HEREDITARY ANGIOEDEMA), CSL BEHRING; C1-INH (HEREDITARY ANGIOEDEMA), ZLB BEHRING; CE-1145; CSL-830; CSL-842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-09T00:00:00Z,2009,10,Berinert,hereditary angioedema,COMPLEMENT C1S SUBCOMPONENT INHIBITOR,COAGULATION MODULATOR; FIBRINOLYSIS MODULATOR,BIOLOGICAL THERAPEUTIC; INFUSION; INTRAVENOUS FORMULATION; PEPTIDE,using only (2),125287,BLA,2008-03-06T00:00:00Z,cortellis,0,0,0,1,0,,CSL Behring,ASX: CSL,1,4246.3,2797.9,2991.4,2341.7,1900,1895.2,2178.5,274.1,274.1,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125287,646,156,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
152,CINRYZE,"C1-INH (HEREDITARY ANGIOEDEMA), LEV PHARMACEUTICALS; C1-INH, SANQUIN BLOOD SUPPLY FOUNDATION; C1-ESTERASE INHIBITOR (HEREDITARY ANGIOEDEMA/TRANSPLANT REJECTION), SANQUIN/VIROPHARMA; C1-ESTERASE INHIBITOR, SANQUIN BLOOD SUPPLY FOUNDATION; C1INH-NF; CETOR; CINRYZE; CINRYZE-N; SHP-616; HEREDITARY ANGIOEDEMA THERAPY, LEV PHARMACEUTICALS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-10T00:00:00Z,2008,10,Cinryze,hereditary angioedema,COMPLEMENT C1S SUBCOMPONENT INHIBITOR,ANTI-INFLAMMATORY,BIOLOGICAL THERAPEUTIC; BLOOD CONSTITUENTS; FORMULATION POWDER; FREEZE DRYING; INFUSION; INTRAVENOUS FORMULATION; PEPTIDE,using only (2),125267,BLA,2007-07-31T00:00:00Z,cortellis,1,0,1,1,0,,viropharma,NASDAQ: VPHM,1,232.3,,,,,,223.4,64.4,64.4,,,2008,,acquired by viropharma in 2008,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125267,648,156,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
170,CONESTAT ALFA,"HAE THERAPY, PHARMING; RHUCIN; RUCONEST; COMPLEMENT C1 ESTERASE INHIBITOR; CONESTAT ALFA; HEREDITARY ANGIOEDEMA THERAPY, PHARMING; HUMAN C1 ESTERASE INHIBITOR, PHARMING; HUMAN COMPLEMENT 1 ESTERASE INHIBITOR, PHARMING; HUMAN RECOMBINANT C1 ESTERASE INHIBITOR (ANGIOEDEMA), PHARMING/ESTEVE; RECOMBINANT HUMAN C1 ESTERASE INHIBITOR (HEREDITARY ANGIOEDEMA), PHARMING/ ESTEVE; RECOMBINANT HUMAN C1 INHIBITOR, PHARMING/HYLAND; RHC1INH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-16T00:00:00Z,2014,7,Ruconest,hereditary angioedema,COMPLEMENT C1S SUBCOMPONENT INHIBITOR; KALLIKREIN MODULATOR; MANNAN-BINDING LECTIN SERINE PROTEASE INHIBITOR,COAGULATION MODULATOR,BIOLOGICAL THERAPEUTIC; FORMULATION POWDER; FREEZE DRYING; GLYCOPROTEIN; INFUSION; INTRAVENOUS FORMULATION; PROTEIN RECOMBINANT; SUBCUTANEOUS FORMULATION; TRANSGENIC ANIMAL,using only (2),125495,BLA,2013-04-17T00:00:00Z,cortellis,0,0,1,1,0,,pharming NV,AMS: PHARM,1,25.6,9.4,14,3.9,0.8,0.5,21.5,14.1,14.1,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125495,650,156,277,58,Other nutritional; endocrine; and metabolic disorders,3,0
121,"BUPROPION + NALTREXONE (OBESITY), OREXIGEN/TAKEDA","CONTRAVE; MYSIMBA; NB-32; AMFEBUTAMONE + NALTREXONE; BUPROPION + NALTREXONE; BUPROPION + NALTREXONE (OBESITY), OREXIGEN/TAKEDA; NALTREXONE + BUPROPION (OBESITY), OREXIGEN","CONTRAVE; MYSIMBA; NB-32; AMFEBUTAMONE + NALTREXONE; BUPROPION + NALTREXONE; BUPROPION + NALTREXONE (OBESITY), OREXIGEN/TAKEDA; NALTREXONE + BUPROPION (OBESITY), OREXIGEN","BUPROPION + NALTREXONE (OBESITY), OREXIGEN/TAKEDA",CONTRAVE,MYSIMBA,NB-32,AMFEBUTAMONE + NALTREXONE,BUPROPION + NALTREXONE,"BUPROPION + NALTREXONE (OBESITY), OREXIGEN/TAKEDA","NALTREXONE + BUPROPION (OBESITY), OREXIGEN",,,,,,,,,,,,,,,,,,,,,,,,200063,BUPROPION HYDROCHLORIDE; NALTREXONE HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,2014-09-10T00:00:00Z,2014,9,Contrave,obesity,DOPAMINE RECEPTOR ANTAGONIST; OPIOID RECEPTOR ANTAGONIST; PROOPIOMELANOCORTIN STIMULATOR,ANTIDEPRESSANT; APPETITE SUPPRESSANT; ENERGY METABOLISM MODULATOR; HYPOGLYCEMIC AGENT,DRUG COMBINATION; FILM COATING; ORAL FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),200063,NDA,2010-03-31T00:00:00Z,fda,0,0,0,0,0,,orexigen,NASDAQ: OREX,1,55.5,3.4,3.4,4.4,1.2,0.1,-1.9,,57.4,,,,,,,,1,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200063,69,238,278,58,Other nutritional; endocrine; and metabolic disorders,1,0
444,"LORCASERIN HYDROCHLORIDE (EXTENDED-RELEASE, OBESITY), ARENA/EISAI","BELVIQ-XR; BELVIQ-XR; LORCASERIN; LORCASERIN HYDROCHLORIDE (EXTENDED-RELEASE, OBESITY), ARENA/EISAI","BELVIQ-XR; BELVIQ-XR; LORCASERIN; LORCASERIN HYDROCHLORIDE (EXTENDED-RELEASE, OBESITY), ARENA/EISAI","LORCASERIN HYDROCHLORIDE (EXTENDED-RELEASE, OBESITY), ARENA/EISAI",BELVIQ-XR,BELVIQ-XR,LORCASERIN,"LORCASERIN HYDROCHLORIDE (EXTENDED-RELEASE, OBESITY), ARENA/EISAI",,,,,,,,,,,,,,,,,,,,,,,,,,,208524,LORCASERIN HYDROCHLORIDE,208524,LORCASERIN HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,2016-07-15T00:00:00Z,2016,7,Belviq XR,obesity,5-HT 2C RECEPTOR AGONIST,APPETITE SUPPRESSANT,ORAL CONTROLLED RELEASE FORMULATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),208524,NDA,2015-09-18T00:00:00Z,fda,0,0,0,0,0,,arena pharmaceuticals,NASDAQ: ARNA,1,124,38.3,37,81.4,27.6,12.7,44.6,,66.4,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208524,347,238,278,58,Other nutritional; endocrine; and metabolic disorders,1,0
443,LORCASERIN,"5HT2C AGONISTS (DIABETES/OBESITY), ARENA; APD-356; AR-10A; BELVIQ; LORQESS; LORQESS; VENESPRI; VENESPRI; LORCASERIN; LORCASERIN HYDROCHLORIDE","5HT2C AGONISTS (DIABETES/OBESITY), ARENA; APD-356; AR-10A; BELVIQ; LORQESS; LORQESS; VENESPRI; VENESPRI; LORCASERIN; LORCASERIN HYDROCHLORIDE",LORCASERIN,"5HT2C AGONISTS (DIABETES/OBESITY), ARENA",APD-356,AR-10A,BELVIQ,LORQESS,LORQESS,VENESPRI,VENESPRI,LORCASERIN,LORCASERIN HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,22529,LORCASERIN HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,2012-06-27T00:00:00Z,2012,6,Belviq,obesity,5-HT 2C RECEPTOR AGONIST,APPETITE SUPPRESSANT,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),022529,NDA,2009-12-18T00:00:00Z,fda,0,0,0,0,0,,arena pharmaceuticals,NASDAQ: ARNA,1,27.6,12.7,16.6,10.4,9.8,19.3,-30.2,,54.1,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022529,593,238,278,58,Other nutritional; endocrine; and metabolic disorders,1,0
589,"PHENTERMINE + TOPIRAMATE (ORAL, OBESITY/TYPE 2 DIABETES), VIVUS","QNEXA; QSIVA; QSYMIA; VI-0521; PHENTERMINE + TOPIRAMATE; PHENTERMINE + TOPIRAMATE (ORAL, OBESITY/TYPE 2 DIABETES), VIVUS","QNEXA; QSIVA; QSYMIA; VI-0521; PHENTERMINE + TOPIRAMATE; PHENTERMINE + TOPIRAMATE (ORAL, OBESITY/TYPE 2 DIABETES), VIVUS","PHENTERMINE + TOPIRAMATE (ORAL, OBESITY/TYPE 2 DIABETES), VIVUS",QNEXA,QSIVA,QSYMIA,VI-0521,PHENTERMINE + TOPIRAMATE,"PHENTERMINE + TOPIRAMATE (ORAL, OBESITY/TYPE 2 DIABETES), VIVUS",,,,,,,,,,,,,,,,,,,,,,,,,22580,PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,,,,,,,,,,,,,,,,,,,,,2012-07-17T00:00:00Z,2012,7,Qsymia,obesity,ADRENOCEPTOR AGONIST,APPETITE SUPPRESSANT; GABA MODULATOR; HYPOGLYCEMIC AGENT; PSYCHOSTIMULANT,CAPSULE FORMULATION; DRUG COMBINATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; SUSTAINED RELEASE FORMULATION,matched (3),022580,NDA,2009-12-28T00:00:00Z,fda,0,0,0,0,0,,vivus,NASDAQ: VVUS,1,2,,,31.4,83.7,54.7,1.8,31.2,31.2,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022580,609,238,278,58,Other nutritional; endocrine; and metabolic disorders,1,0
98,BIVIGAM,"BIVIGAM; NABI-IGIV; POLYSPECIFIC IMMUNOGLOBULIN (ANTIBODY DEFICIENCY), BIOTEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-19T00:00:00Z,2012,12,Bivigam,immune deficiency,,IMMUNOMODULATOR; UNSPECIFIED DRUG TARGET,BIOLOGICAL THERAPEUTIC; IMMUNOGLOBULIN; INTRAVENOUS FORMULATION,using only (2),125389,BLA,2010-11-03T00:00:00Z,cortellis,0,0,0,0,0,,biotest,ETR: BIO,1,580.1,548.3,553.1,559,539.1,476.7,243.5,67.8,67.8,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125389,643,504,279,57,Immunity disorders,3,0
324,GAMMAPLEX,"GAMMAPLEX; INTRAVENOUS IMMUNOGLOBULIN THERAPY (PRIMARY IMMUNODEFICIENCY), BPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-17T00:00:00Z,2009,9,Gammaplex,immune deficiency,IMMUNOGLOBULIN G AGONIST,IMMUNOMODULATOR,ANTIBODY POLYCLONAL; BIOLOGICAL THERAPEUTIC; BLOOD CONSTITUENTS; IMMUNOGLOBULIN-G; INTRAVENOUS FORMULATION,using only (2),125329,BLA,2008-11-18T00:00:00Z,fda,0,0,0,0,0,,bio products laboratory,private,0,,,,,,,,,,,,,,owned by bain capital private equity,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125329,668,504,279,57,Immunity disorders,3,0
352,HIZENTRA,"20% LIQUID SUBCUTANEOUS IMMUNOGLOBULIN THERAPY (PRIMARY IMMUNODEFICIENCY), CSL BEHRING; HIZENTRA; IGPRO20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-04T00:00:00Z,2010,3,Hizentra,immune deficiency,IMMUNOGLOBULIN AGONIST,,ANTIBODY POLYCLONAL; BIOLOGICAL THERAPEUTIC; IMMUNOGLOBULIN; LIQUID FORMULATION; SUBCUTANEOUS FORMULATION,using only (2),125350,BLA,2009-04-30T00:00:00Z,fda,0,0,0,0,0,,CSL Behring,ASX: CSL,1,4354.7,4246.3,2797.9,2991.4,2341.7,1900,2157.3,320.9,320.9,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125350,682,504,279,57,Immunity disorders,3,0
374,"IMMUNOGLOBULIN + HUMAN RECOMBINANT HYALURONIDASE (RHUPH20) (IMMUNE DEFICIENCY, ENHANZE), SHIRE","HYQ; HYQVIA; IGHY-10; IMMUNOGLOBULIN + HUMAN RECOMBINANT HYALURONIDASE (RHUPH20) (IMMUNE DEFICIENCY, ENHANZE), BAXALTA; IMMUNOGLOBULIN + HUMAN RECOMBINANT HYALURONIDASE (RHUPH20) (IMMUNE DEFICIENCY, ENHANZE), BAXTER; IMMUNOGLOBULIN + HUMAN RECOMBINANT HYALURONIDASE (RHUPH20) (IMMUNE DEFICIENCY, ENHANZE), SHIRE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12T00:00:00Z,2014,9,HyQvia,immune deficiency,HYALURONIDASE STIMULATOR,IMMUNOMODULATOR; IMMUNOSTIMULANT,BIOLOGICAL THERAPEUTIC; BLOOD CONSTITUENTS; IMMUNOGLOBULIN-G; INFUSION; PEPTIDE; PROTEIN RECOMBINANT; SOLUTION; SUBCUTANEOUS FORMULATION,using only (2),125402,BLA,2011-06-30T00:00:00Z,fda,0,0,0,0,0,,baxter,NYSE: BAX,1,10719,9413,13936,13893,12843,12562,4634,608,610,,,,,,,,1,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125402,687,504,279,57,Immunity disorders,3,0
281,FERRIC CARBOXYMALTOSE,FERINJECT; INJECTAFER; IROPREM; RENEGY; VIT-45; Z-213; FERRIC CARBOXYMALTOSE,FERINJECT; INJECTAFER; IROPREM; RENEGY; VIT-45; Z-213; FERRIC CARBOXYMALTOSE,FERRIC CARBOXYMALTOSE,FERINJECT,INJECTAFER,IROPREM,RENEGY,VIT-45,Z-213,FERRIC CARBOXYMALTOSE,,,,,,,,,,,,,,,,,,,,,,,,203565,FERRIC CARBOXYMALTOSE,,,,,,,,,,,,,,,,,,,,,2013-07-25T00:00:00Z,2013,7,Injectafer,iron deficiency anemia,,BLOOD SYSTEM AGENT; IRON UPTAKE STIMULATOR,INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,matched (3),203565,NDA,2011-09-30T00:00:00Z,fda,0,0,0,0,0,,luitpold pharmaceuticals,private,0,,,,,,,,,,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203565,162,3191,280,59,Deficiency and other anemia,1,0
681,"SOLUBLE FERRIC PYROPHOSPHATE CITRATE (ANEMIA), ROCKWELL MEDICAL","SFP (ANEMIA), ROCKWELL MEDICAL; TRIFERIC; FERRIC PYROPHOSPHATE CITRATE; SOLUBLE FERRIC PYROPHOSPHATE (ANEMIA), ROCKWELL MEDICAL; SOLUBLE FERRIC PYROPHOSPHATE CITRATE (ANEMIA), ROCKWELL MEDICAL","SFP (ANEMIA), ROCKWELL MEDICAL; TRIFERIC; FERRIC PYROPHOSPHATE CITRATE; SOLUBLE FERRIC PYROPHOSPHATE (ANEMIA), ROCKWELL MEDICAL; SOLUBLE FERRIC PYROPHOSPHATE CITRATE (ANEMIA), ROCKWELL MEDICAL","SOLUBLE FERRIC PYROPHOSPHATE CITRATE (ANEMIA), ROCKWELL MEDICAL","SFP (ANEMIA), ROCKWELL MEDICAL",TRIFERIC,FERRIC PYROPHOSPHATE CITRATE,"SOLUBLE FERRIC PYROPHOSPHATE (ANEMIA), ROCKWELL MEDICAL","SOLUBLE FERRIC PYROPHOSPHATE CITRATE (ANEMIA), ROCKWELL MEDICAL",,,,,,,,,,,,,,,,,,,,,,,,,,206317,FERRIC PYROPHOSPHATE CITRATE,,,,,,,,,,,,,,,,,,,,,2015-01-23T00:00:00Z,2015,1,Triferic,iron deficiency anemia,,BLOOD SYSTEM AGENT; IRON ABSORPTION MODULATOR,INFUSION; INTRAVENOUS FORMULATION; PARENTERAL FORMULATION UNSPECIFIED; SMALL MOLECULE THERAPEUTIC; SYSTEMIC FORMULATION UNSPECIFIED,matched (3),206317,NDA,2014-03-24T00:00:00Z,fda,0,0,0,0,0,,rockwell medical,NASDAQ: RMTI,1,55.4,54.2,52.4,49.8,49,59.6,8.9,5,5,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206317,277,3191,280,59,Deficiency and other anemia,1,0
283,FERUMOXYTOL,AMI-7228; CODE 7228; FERAHEME; RIENSO; USPIO; FERUMOXYTOL; ULTRASMALL SUPERPARAMAGNETIC IRON OXIDE,AMI-7228; CODE 7228; FERAHEME; RIENSO; USPIO; FERUMOXYTOL; ULTRASMALL SUPERPARAMAGNETIC IRON OXIDE,FERUMOXYTOL,AMI-7228,CODE 7228,FERAHEME,RIENSO,USPIO,FERUMOXYTOL,ULTRASMALL SUPERPARAMAGNETIC IRON OXIDE,,,,,,,,,,,,,,,,,,,,,,,,22180,FERUMOXYTOL,,,,,,,,,,,,,,,,,,,,,2009-06-30T00:00:00Z,2009,6,Feraheme,iron deficiency anemia,,ANTICANCER; IRON METABOLISM MODULATOR,DRUG COATING; INFUSION; INTRAVENOUS FORMULATION; NANOPARTICLE FORMULATION INJECTABLE; SMALL MOLECULE THERAPEUTIC,matched (3),022180,NDA,2007-12-18T00:00:00Z,fda,0,0,0,0,0,,AMAG pharmacetuicals,NASDAQ: AMAG,1,17.2,1.9,2.6,2.7,2.4,3.8,3,23.1,36.3,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022180,487,3191,280,59,Deficiency and other anemia,1,0
473,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,"CERA, ROCHE/NEKTAR; CERA, ROCHE/SHEARWATER; MIRCERA; R-744; RG-744; RO-50-3821; CONTINUOUS ERYTHROPOIETIN RECEPTOR ACTIVATOR; EPOETIN BETA PEGOL; EPOETIN BETA PEGOL (GENETIC RECOMBINANT); METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA; MONOPEGYLATED EPOETIN BETA; SECOND GENERATION EPO, ROCHE","CERA, ROCHE/NEKTAR; CERA, ROCHE/SHEARWATER; MIRCERA; R-744; RG-744; RO-50-3821; CONTINUOUS ERYTHROPOIETIN RECEPTOR ACTIVATOR; EPOETIN BETA PEGOL; EPOETIN BETA PEGOL (GENETIC RECOMBINANT); METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA; MONOPEGYLATED EPOETIN BETA; SECOND GENERATION EPO, ROCHE",METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,"CERA, ROCHE/NEKTAR","CERA, ROCHE/SHEARWATER",MIRCERA,R-744,RG-744,RO-50-3821,CONTINUOUS ERYTHROPOIETIN RECEPTOR ACTIVATOR,EPOETIN BETA PEGOL,EPOETIN BETA PEGOL (GENETIC RECOMBINANT),METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,MONOPEGYLATED EPOETIN BETA,"SECOND GENERATION EPO, ROCHE",,,,,,,,,,,,,,,,,,,125164,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,,,,,,,,,,,,,,,,,,,,,2007-11-14T00:00:00Z,2007,11,Mircera,anemia,ERYTHROPOIETIN RECEPTOR AGONIST,ANTI-INFLAMMATORY; HEMATOPOIETIC STIMULANT,BIOLOGICAL THERAPEUTIC; GLYCOPROTEIN; INTRAVENOUS FORMULATION; MONTHLY DOSING; PEGYLATED FORMULATION; SOLUTION; SUBCUTANEOUS FORMULATION; SUSTAINED RELEASE FORMULATION,matched (3),125164,BLA,2006-04-20T00:00:00Z,cortellis,0,0,0,0,0,,roche,SIX: ROG,1,42678.4,35608.8,28109.2,27245,25218.1,18843.3,30558.4,7346.3,7397.4,,,,,,,,1,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125164,9,17,281,59,Deficiency and other anemia,1,0
